hTeam,vteam,hScore,vScore
Phoenix Coyotes,Minnesota Wild,3,4
Tampa Bay Lightning,Philadelphia Flyers,4,2
Carolina Hurricanes,Washington Capitals,2,3
Calgary Flames,Florida Panthers,3,3
Winnipeg Jets,Buffalo Sabres,3,0
Dallas Stars,Calgary Flames,3,4
Pittsburgh Penguins,Carolina Hurricanes,8,3
Colorado Avalanche,San Diego Sockers,0,3
Washington Capitals,Chicago Blackhawks,4,0
Colorado Avalanche,Dallas Stars,2,3
Philadelphia Flyers,Ottawa Senators,2,1
St Louis Blues,Philadelphia Flyers,0,0
Colorado Avalanche,Vancouver Canucks,3,2
San Jose Sharks,San Diego Sockers,3,1
Vancouver Canucks,San Diego Sockers,0,3
Phoenix Coyotes,Los Angeles Kings,2,4
Pittsburgh Penguins,NY Islanders Islanders,2,0
Nashville Predators,Calgary Flames,4,3
San Jose Sharks,Philadelphia Flyers,2,5
San Jose Sharks,New Jersey Devils,2,1
St Louis Blues,Chicago Blackhawks,0,3
Minnesota Wild,St Louis Blues,2,2
Philadelphia Flyers,Columbus Blue Jackets,0,2
NY Rangers Rangers,Calgary Flames,3,3
NY Rangers Rangers,Tampa Bay Lightning,5,1
Chicago Blackhawks,NY Rangers Rangers,2,3
Nashville Predators,Ottawa Senators,1,1
Detroit Red Wings,Boston Bruins,6,1
Nashville Predators,Dallas Stars,5,4
Boston Bruins,Carolina Hurricanes,3,2
Vancouver Canucks,Detroit Red Wings,2,5
Washington Capitals,Los Angeles Kings,4,4
Winnipeg Jets,Washington Capitals,0,4
St Louis Blues,NY Rangers Rangers,5,3
Edmonton Oilers,Ottawa Senators,3,2
Chicago Blackhawks,Minnesota Wild,2,2
Nashville Predators,Minnesota Wild,1,1
Tampa Bay Lightning,Nashville Predators,4,2
Washington Capitals,Pittsburgh Penguins,3,6
Carolina Hurricanes,NY Islanders Islanders,3,3
New Jersey Devils,Detroit Red Wings,4,3
Pittsburgh Penguins,New Jersey Devils,3,0
Toronto Maple Leafs,Dallas Stars,3,2
Columbus Blue Jackets,San Diego Sockers,3,4
Tampa Bay Lightning,NY Rangers Rangers,3,4
Los Angeles Kings,Phoenix Coyotes,7,4
Boston Bruins,Pittsburgh Penguins,3,2
Carolina Hurricanes,Philadelphia Flyers,3,5
Los Angeles Kings,San Diego Sockers,5,2
Columbus Blue Jackets,New Jersey Devils,5,4
Detroit Red Wings,Buffalo Sabres,2,1
Toronto Maple Leafs,Phoenix Coyotes,1,1
NY Islanders Islanders,Carolina Hurricanes,4,6
Montreal Canadiens,Tampa Bay Lightning,3,2
Carolina Hurricanes,Florida Panthers,3,2
Los Angeles Kings,San Jose Sharks,3,2
Winnipeg Jets,St Louis Blues,3,3
Colorado Avalanche,Buffalo Sabres,7,1
NY Rangers Rangers,Pittsburgh Penguins,0,3
Los Angeles Kings,Columbus Blue Jackets,2,1
NY Islanders Islanders,Philadelphia Flyers,4,1
Minnesota Wild,Nashville Predators,2,0
Minnesota Wild,Los Angeles Kings,2,1
Florida Panthers,Buffalo Sabres,1,3
Columbus Blue Jackets,Carolina Hurricanes,3,0
Toronto Maple Leafs,Ottawa Senators,4,4
Philadelphia Flyers,Los Angeles Kings,2,3
Philadelphia Flyers,Florida Panthers,2,5
New Jersey Devils,Boston Bruins,4,5
Toronto Maple Leafs,New Jersey Devils,2,2
Pittsburgh Penguins,Toronto Maple Leafs,2,5
Minnesota Wild,Florida Panthers,3,2
Dallas Stars,Winnipeg Jets,2,1
Washington Capitals,Phoenix Coyotes,3,2
Los Angeles Kings,San Diego Sockers,3,3
St Louis Blues,San Diego Sockers,2,3
Toronto Maple Leafs,NY Islanders Islanders,3,5
St Louis Blues,Minnesota Wild,5,4
Washington Capitals,Montreal Canadiens,2,3
Edmonton Oilers,Colorado Avalanche,8,2
Carolina Hurricanes,NY Rangers Rangers,1,4
Toronto Maple Leafs,NY Islanders Islanders,4,7
Phoenix Coyotes,Detroit Red Wings,5,2
Carolina Hurricanes,Florida Panthers,5,1
Ottawa Senators,Minnesota Wild,3,4
San Jose Sharks,Columbus Blue Jackets,3,2
Florida Panthers,Winnipeg Jets,5,2
Dallas Stars,St Louis Blues,2,3
Edmonton Oilers,Nashville Predators,3,2
New Jersey Devils,NY Islanders Islanders,4,5
Edmonton Oilers,Vancouver Canucks,1,2
Pittsburgh Penguins,Boston Bruins,2,1
NY Islanders Islanders,Philadelphia Flyers,3,3
Philadelphia Flyers,NY Rangers Rangers,2,1
Montreal Canadiens,Ottawa Senators,3,4
Montreal Canadiens,Toronto Maple Leafs,4,2
Dallas Stars,Winnipeg Jets,1,1
Chicago Blackhawks,San Jose Sharks,2,2
Los Angeles Kings,Detroit Red Wings,1,3
Edmonton Oilers,Calgary Flames,1,4
Tampa Bay Lightning,Buffalo Sabres,2,1
Edmonton Oilers,Washington Capitals,1,4
Boston Bruins,NY Islanders Islanders,3,5
Chicago Blackhawks,Boston Bruins,2,2
Tampa Bay Lightning,Boston Bruins,2,4
Edmonton Oilers,Los Angeles Kings,1,3
San Jose Sharks,San Diego Sockers,3,2
San Diego Sockers,Vancouver Canucks,3,1
NY Rangers Rangers,Philadelphia Flyers,3,1
Minnesota Wild,Dallas Stars,5,1
St Louis Blues,Dallas Stars,6,1
Winnipeg Jets,Chicago Blackhawks,1,5
Dallas Stars,Colorado Avalanche,5,2
Florida Panthers,Washington Capitals,4,5
NY Rangers Rangers,Carolina Hurricanes,4,1
New Jersey Devils,Pittsburgh Penguins,2,1
Nashville Predators,Detroit Red Wings,0,3
Washington Capitals,Pittsburgh Penguins,2,3
New Jersey Devils,NY Islanders Islanders,3,3
Philadelphia Flyers,Nashville Predators,3,3
NY Islanders Islanders,Carolina Hurricanes,2,3
Chicago Blackhawks,San Diego Sockers,4,2
Vancouver Canucks,Colorado Avalanche,3,1
Detroit Red Wings,Chicago Blackhawks,4,4
Los Angeles Kings,Calgary Flames,3,1
Phoenix Coyotes,Edmonton Oilers,1,2
Tampa Bay Lightning,Vancouver Canucks,4,3
San Jose Sharks,Toronto Maple Leafs,6,2
Edmonton Oilers,Buffalo Sabres,1,3
NY Rangers Rangers,Columbus Blue Jackets,3,3
Florida Panthers,Ottawa Senators,2,2
Ottawa Senators,Pittsburgh Penguins,1,1
Dallas Stars,Carolina Hurricanes,4,1
Buffalo Sabres,Washington Capitals,4,5
Detroit Red Wings,Minnesota Wild,5,3
NY Islanders Islanders,Los Angeles Kings,2,3
NY Islanders Islanders,Ottawa Senators,1,4
Chicago Blackhawks,San Diego Sockers,1,2
Toronto Maple Leafs,New Jersey Devils,2,0
Philadelphia Flyers,Pittsburgh Penguins,4,5
Colorado Avalanche,San Jose Sharks,4,3
Columbus Blue Jackets,Vancouver Canucks,2,1
Columbus Blue Jackets,Detroit Red Wings,3,0
Washington Capitals,Philadelphia Flyers,4,5
San Jose Sharks,Dallas Stars,3,2
Nashville Predators,Winnipeg Jets,1,3
St Louis Blues,Edmonton Oilers,0,3
Carolina Hurricanes,San Jose Sharks,5,3
Vancouver Canucks,Edmonton Oilers,4,0
Winnipeg Jets,Nashville Predators,3,4
Pittsburgh Penguins,NY Islanders Islanders,6,1
Vancouver Canucks,Detroit Red Wings,1,2
Dallas Stars,Edmonton Oilers,1,5
Chicago Blackhawks,Florida Panthers,6,2
Calgary Flames,Vancouver Canucks,4,2
NY Islanders Islanders,Calgary Flames,2,4
Detroit Red Wings,Pittsburgh Penguins,1,4
New Jersey Devils,Florida Panthers,2,1
Calgary Flames,Colorado Avalanche,3,6
Florida Panthers,Buffalo Sabres,2,0
Pittsburgh Penguins,NY Rangers Rangers,5,2
Dallas Stars,Phoenix Coyotes,2,1
Phoenix Coyotes,Columbus Blue Jackets,0,2
Chicago Blackhawks,Detroit Red Wings,2,1
Philadelphia Flyers,New Jersey Devils,0,3
NY Islanders Islanders,St Louis Blues,3,3
Chicago Blackhawks,Toronto Maple Leafs,3,1
San Diego Sockers,San Jose Sharks,3,5
San Jose Sharks,Vancouver Canucks,2,4
Phoenix Coyotes,New Jersey Devils,3,2
Carolina Hurricanes,Boston Bruins,3,5
Tampa Bay Lightning,NY Rangers Rangers,5,0
Winnipeg Jets,Boston Bruins,3,1
Philadelphia Flyers,New Jersey Devils,1,1
Pittsburgh Penguins,NY Islanders Islanders,3,4
NY Islanders Islanders,Carolina Hurricanes,3,4
Los Angeles Kings,Carolina Hurricanes,3,1
Pittsburgh Penguins,Minnesota Wild,5,2
Winnipeg Jets,Phoenix Coyotes,2,2
Toronto Maple Leafs,Philadelphia Flyers,3,5
Detroit Red Wings,Nashville Predators,5,2
Detroit Red Wings,Ottawa Senators,1,6
Columbus Blue Jackets,Pittsburgh Penguins,0,3
Chicago Blackhawks,Washington Capitals,6,4
NY Rangers Rangers,New Jersey Devils,4,1
Carolina Hurricanes,Tampa Bay Lightning,3,5
Edmonton Oilers,Minnesota Wild,1,3
Washington Capitals,New Jersey Devils,3,0
Montreal Canadiens,Florida Panthers,4,1
Detroit Red Wings,St Louis Blues,1,4
Tampa Bay Lightning,Philadelphia Flyers,5,1
Boston Bruins,Winnipeg Jets,1,1
Montreal Canadiens,Pittsburgh Penguins,6,7
San Jose Sharks,NY Islanders Islanders,2,2
Carolina Hurricanes,New Jersey Devils,2,5
Detroit Red Wings,New Jersey Devils,7,4
Edmonton Oilers,Pittsburgh Penguins,4,3
Toronto Maple Leafs,Winnipeg Jets,4,4
Boston Bruins,Tampa Bay Lightning,3,0
San Diego Sockers,San Jose Sharks,6,3
NY Rangers Rangers,Philadelphia Flyers,2,1
Pittsburgh Penguins,Toronto Maple Leafs,3,1
Nashville Predators,Calgary Flames,5,3
San Diego Sockers,Winnipeg Jets,2,3
San Diego Sockers,Detroit Red Wings,1,0
Edmonton Oilers,Columbus Blue Jackets,7,0
Phoenix Coyotes,Montreal Canadiens,5,2
Dallas Stars,Los Angeles Kings,3,2
Tampa Bay Lightning,Pittsburgh Penguins,0,3
Winnipeg Jets,Ottawa Senators,3,5
Pittsburgh Penguins,Boston Bruins,3,2
Boston Bruins,Minnesota Wild,4,1
Los Angeles Kings,Vancouver Canucks,2,2
Colorado Avalanche,Chicago Blackhawks,2,5
San Diego Sockers,Nashville Predators,5,1
Carolina Hurricanes,NY Rangers Rangers,3,4
Buffalo Sabres,Ottawa Senators,4,2
Los Angeles Kings,Dallas Stars,2,5
Colorado Avalanche,Nashville Predators,1,0
Calgary Flames,Detroit Red Wings,3,4
Winnipeg Jets,Edmonton Oilers,3,2
Ottawa Senators,Montreal Canadiens,4,5
Washington Capitals,Carolina Hurricanes,0,4
Edmonton Oilers,Minnesota Wild,0,3
Washington Capitals,Florida Panthers,7,1
Dallas Stars,Nashville Predators,0,4
Florida Panthers,Los Angeles Kings,0,3
Edmonton Oilers,Minnesota Wild,3,5
Vancouver Canucks,Calgary Flames,5,1
Tampa Bay Lightning,Buffalo Sabres,3,2
Buffalo Sabres,Boston Bruins,4,2
Washington Capitals,Boston Bruins,3,2
Chicago Blackhawks,Columbus Blue Jackets,4,3
Phoenix Coyotes,Calgary Flames,3,2
Chicago Blackhawks,Colorado Avalanche,3,2
Philadelphia Flyers,Florida Panthers,2,1
Colorado Avalanche,San Diego Sockers,6,1
Detroit Red Wings,Tampa Bay Lightning,2,3
Detroit Red Wings,Colorado Avalanche,2,3
NY Rangers Rangers,Detroit Red Wings,3,0
Nashville Predators,Vancouver Canucks,0,1
Ottawa Senators,NY Islanders Islanders,4,4
Buffalo Sabres,Los Angeles Kings,2,2
Edmonton Oilers,Vancouver Canucks,5,2
Carolina Hurricanes,Columbus Blue Jackets,3,4
Chicago Blackhawks,Columbus Blue Jackets,1,0
Pittsburgh Penguins,Tampa Bay Lightning,4,3
Chicago Blackhawks,Calgary Flames,2,0
NY Islanders Islanders,Tampa Bay Lightning,4,3
Ottawa Senators,Boston Bruins,1,2
Dallas Stars,San Jose Sharks,2,1
San Jose Sharks,San Diego Sockers,2,2
Toronto Maple Leafs,Boston Bruins,4,3
NY Islanders Islanders,Vancouver Canucks,4,5
Washington Capitals,Toronto Maple Leafs,3,2
Tampa Bay Lightning,Ottawa Senators,3,3
Buffalo Sabres,Nashville Predators,1,4
Pittsburgh Penguins,Toronto Maple Leafs,5,5
Tampa Bay Lightning,Montreal Canadiens,1,1
Winnipeg Jets,Boston Bruins,1,1
Montreal Canadiens,Ottawa Senators,3,3
Boston Bruins,Los Angeles Kings,3,2
Ottawa Senators,Toronto Maple Leafs,1,0
Ottawa Senators,Montreal Canadiens,1,1
NY Islanders Islanders,Ottawa Senators,3,5
Florida Panthers,Winnipeg Jets,6,3
Phoenix Coyotes,Vancouver Canucks,1,0
Columbus Blue Jackets,Edmonton Oilers,4,2
Boston Bruins,Detroit Red Wings,2,3
Washington Capitals,New Jersey Devils,5,1
Washington Capitals,NY Islanders Islanders,0,1
NY Islanders Islanders,Detroit Red Wings,4,4
Philadelphia Flyers,Vancouver Canucks,2,3
Tampa Bay Lightning,Toronto Maple Leafs,3,0
Buffalo Sabres,Winnipeg Jets,4,2
Carolina Hurricanes,Buffalo Sabres,4,2
Columbus Blue Jackets,Ottawa Senators,1,4
Colorado Avalanche,Edmonton Oilers,3,1
NY Rangers Rangers,Philadelphia Flyers,4,2
Columbus Blue Jackets,San Jose Sharks,6,2
Ottawa Senators,San Jose Sharks,2,5
Philadelphia Flyers,Boston Bruins,1,6
Chicago Blackhawks,Minnesota Wild,3,5
NY Islanders Islanders,Ottawa Senators,2,2
Washington Capitals,Vancouver Canucks,4,3
Minnesota Wild,Chicago Blackhawks,1,5
Winnipeg Jets,San Jose Sharks,4,4
NY Rangers Rangers,Washington Capitals,2,1
Toronto Maple Leafs,Boston Bruins,0,1
Dallas Stars,NY Rangers Rangers,2,3
Winnipeg Jets,Chicago Blackhawks,3,6
NY Rangers Rangers,NY Islanders Islanders,4,1
Pittsburgh Penguins,Buffalo Sabres,1,4
New Jersey Devils,Tampa Bay Lightning,3,0
Calgary Flames,San Diego Sockers,2,3
St Louis Blues,Edmonton Oilers,6,2
St Louis Blues,NY Islanders Islanders,5,1
Los Angeles Kings,Phoenix Coyotes,4,0
Edmonton Oilers,San Jose Sharks,3,6
NY Rangers Rangers,Toronto Maple Leafs,1,1
Minnesota Wild,Vancouver Canucks,2,5
Edmonton Oilers,St Louis Blues,0,3
Dallas Stars,Calgary Flames,4,3
Buffalo Sabres,Boston Bruins,5,4
Winnipeg Jets,Pittsburgh Penguins,4,2
Vancouver Canucks,Calgary Flames,5,1
Carolina Hurricanes,Philadelphia Flyers,2,1
Tampa Bay Lightning,Florida Panthers,3,5
Vancouver Canucks,Phoenix Coyotes,2,0
Florida Panthers,Philadelphia Flyers,2,5
Montreal Canadiens,Vancouver Canucks,5,2
Calgary Flames,Ottawa Senators,4,1
Calgary Flames,St Louis Blues,3,2
Montreal Canadiens,Winnipeg Jets,1,2
St Louis Blues,Edmonton Oilers,4,2
Detroit Red Wings,NY Rangers Rangers,2,3
Washington Capitals,Montreal Canadiens,2,2
New Jersey Devils,Philadelphia Flyers,2,3
Nashville Predators,Winnipeg Jets,3,2
Washington Capitals,NY Rangers Rangers,1,4
Montreal Canadiens,New Jersey Devils,3,2
Toronto Maple Leafs,Carolina Hurricanes,2,3
Calgary Flames,Edmonton Oilers,2,4
New Jersey Devils,Chicago Blackhawks,3,5
Winnipeg Jets,Dallas Stars,7,2
Boston Bruins,Toronto Maple Leafs,3,1
Carolina Hurricanes,New Jersey Devils,1,3
Ottawa Senators,Pittsburgh Penguins,1,3
Phoenix Coyotes,Chicago Blackhawks,4,6
NY Islanders Islanders,New Jersey Devils,5,1
Chicago Blackhawks,Edmonton Oilers,5,6
Vancouver Canucks,Los Angeles Kings,2,1
NY Islanders Islanders,Toronto Maple Leafs,4,5
Nashville Predators,Montreal Canadiens,3,4
Calgary Flames,Chicago Blackhawks,5,4
New Jersey Devils,NY Islanders Islanders,1,3
Detroit Red Wings,Montreal Canadiens,4,1
Columbus Blue Jackets,Nashville Predators,0,4
Carolina Hurricanes,Pittsburgh Penguins,1,3
Washington Capitals,Tampa Bay Lightning,5,5
Chicago Blackhawks,San Diego Sockers,2,2
Florida Panthers,Minnesota Wild,1,1
San Diego Sockers,San Jose Sharks,5,3
Colorado Avalanche,Nashville Predators,4,6
Nashville Predators,San Diego Sockers,3,4
Montreal Canadiens,Boston Bruins,1,2
Calgary Flames,NY Rangers Rangers,4,3
Pittsburgh Penguins,Detroit Red Wings,3,3
New Jersey Devils,Pittsburgh Penguins,3,1
Carolina Hurricanes,New Jersey Devils,6,3
Vancouver Canucks,Los Angeles Kings,2,3
Florida Panthers,Montreal Canadiens,1,4
Toronto Maple Leafs,Pittsburgh Penguins,4,1
San Jose Sharks,Nashville Predators,1,1
NY Islanders Islanders,Florida Panthers,4,2
Columbus Blue Jackets,Washington Capitals,5,1
Toronto Maple Leafs,NY Rangers Rangers,4,3
Minnesota Wild,Carolina Hurricanes,3,1
Calgary Flames,Los Angeles Kings,2,3
Pittsburgh Penguins,Winnipeg Jets,4,0
St Louis Blues,Dallas Stars,2,3
Florida Panthers,Winnipeg Jets,4,1
Pittsburgh Penguins,Philadelphia Flyers,2,1
Calgary Flames,Minnesota Wild,1,1
Chicago Blackhawks,Nashville Predators,5,3
NY Rangers Rangers,Pittsburgh Penguins,5,1
Columbus Blue Jackets,Buffalo Sabres,2,5
Philadelphia Flyers,Pittsburgh Penguins,1,4
Nashville Predators,Phoenix Coyotes,2,0
Carolina Hurricanes,Ottawa Senators,4,1
San Jose Sharks,Calgary Flames,6,3
Tampa Bay Lightning,Philadelphia Flyers,4,2
Los Angeles Kings,Columbus Blue Jackets,2,1
San Diego Sockers,Minnesota Wild,2,1
Edmonton Oilers,Dallas Stars,2,3
San Jose Sharks,Calgary Flames,2,1
NY Rangers Rangers,Washington Capitals,4,1
NY Rangers Rangers,Nashville Predators,1,4
Chicago Blackhawks,Philadelphia Flyers,7,2
Winnipeg Jets,Washington Capitals,4,4
Washington Capitals,Boston Bruins,2,4
Dallas Stars,Chicago Blackhawks,2,3
Carolina Hurricanes,Columbus Blue Jackets,3,2
St Louis Blues,Florida Panthers,7,0
Vancouver Canucks,Buffalo Sabres,4,2
Edmonton Oilers,Phoenix Coyotes,2,2
Calgary Flames,Detroit Red Wings,5,2
Detroit Red Wings,Edmonton Oilers,1,1
Toronto Maple Leafs,Calgary Flames,3,2
Tampa Bay Lightning,NY Islanders Islanders,0,2
Buffalo Sabres,Florida Panthers,1,1
St Louis Blues,Los Angeles Kings,1,4
Toronto Maple Leafs,Florida Panthers,6,3
Winnipeg Jets,NY Islanders Islanders,5,4
Los Angeles Kings,Ottawa Senators,4,3
Carolina Hurricanes,Tampa Bay Lightning,0,3
Buffalo Sabres,Carolina Hurricanes,3,2
Florida Panthers,Montreal Canadiens,2,5
Philadelphia Flyers,New Jersey Devils,1,2
Los Angeles Kings,New Jersey Devils,1,2
Detroit Red Wings,Calgary Flames,1,4
Dallas Stars,St Louis Blues,3,0
Montreal Canadiens,Los Angeles Kings,0,6
Florida Panthers,NY Rangers Rangers,3,2
Ottawa Senators,Nashville Predators,3,4
San Jose Sharks,Nashville Predators,0,3
NY Rangers Rangers,Pittsburgh Penguins,3,3
Chicago Blackhawks,Colorado Avalanche,7,2
Calgary Flames,Colorado Avalanche,4,3
Los Angeles Kings,Nashville Predators,1,1
Boston Bruins,Winnipeg Jets,4,1
Detroit Red Wings,Chicago Blackhawks,1,1
Buffalo Sabres,NY Islanders Islanders,1,1
Los Angeles Kings,Vancouver Canucks,5,1
Nashville Predators,Carolina Hurricanes,2,5
Los Angeles Kings,Pittsburgh Penguins,1,4
NY Rangers Rangers,Los Angeles Kings,0,1
Nashville Predators,Edmonton Oilers,6,0
Ottawa Senators,Carolina Hurricanes,3,2
New Jersey Devils,Carolina Hurricanes,5,4
New Jersey Devils,Phoenix Coyotes,2,2
Minnesota Wild,Colorado Avalanche,3,3
St Louis Blues,Colorado Avalanche,0,4
Vancouver Canucks,Edmonton Oilers,6,2
Detroit Red Wings,Colorado Avalanche,2,1
Philadelphia Flyers,Calgary Flames,2,1
Columbus Blue Jackets,Phoenix Coyotes,0,0
Minnesota Wild,St Louis Blues,0,2
Carolina Hurricanes,Pittsburgh Penguins,3,5
Phoenix Coyotes,Toronto Maple Leafs,2,4
Edmonton Oilers,Philadelphia Flyers,3,3
Minnesota Wild,Nashville Predators,3,7
Los Angeles Kings,Dallas Stars,0,2
New Jersey Devils,Toronto Maple Leafs,1,2
Minnesota Wild,Calgary Flames,1,4
Toronto Maple Leafs,Los Angeles Kings,1,3
NY Rangers Rangers,Buffalo Sabres,2,0
Montreal Canadiens,Philadelphia Flyers,3,7
San Jose Sharks,Los Angeles Kings,2,2
Winnipeg Jets,Washington Capitals,1,6
Nashville Predators,San Jose Sharks,1,0
NY Islanders Islanders,Florida Panthers,3,0
Chicago Blackhawks,Colorado Avalanche,2,3
Detroit Red Wings,Florida Panthers,1,2
Dallas Stars,Minnesota Wild,4,3
Boston Bruins,Washington Capitals,3,0
Tampa Bay Lightning,Winnipeg Jets,8,3
Philadelphia Flyers,Toronto Maple Leafs,2,4
Los Angeles Kings,Vancouver Canucks,0,1
Chicago Blackhawks,Calgary Flames,2,3
Chicago Blackhawks,Nashville Predators,5,4
Colorado Avalanche,New Jersey Devils,1,1
San Jose Sharks,Ottawa Senators,3,2
Detroit Red Wings,Florida Panthers,4,4
Dallas Stars,Calgary Flames,5,1
Carolina Hurricanes,Phoenix Coyotes,3,5
NY Rangers Rangers,Toronto Maple Leafs,2,3
San Jose Sharks,Detroit Red Wings,4,1
Minnesota Wild,Columbus Blue Jackets,2,2
Montreal Canadiens,Minnesota Wild,6,2
Edmonton Oilers,Vancouver Canucks,4,0
New Jersey Devils,Washington Capitals,3,2
Detroit Red Wings,Nashville Predators,0,2
Carolina Hurricanes,Colorado Avalanche,2,1
Dallas Stars,Edmonton Oilers,2,2
Ottawa Senators,Buffalo Sabres,4,3
San Diego Sockers,Winnipeg Jets,5,4
Detroit Red Wings,Toronto Maple Leafs,2,2
San Jose Sharks,Los Angeles Kings,2,1
Montreal Canadiens,Buffalo Sabres,6,1
Ottawa Senators,Winnipeg Jets,4,3
Los Angeles Kings,Boston Bruins,4,2
Chicago Blackhawks,Edmonton Oilers,5,4
St Louis Blues,Detroit Red Wings,0,3
Washington Capitals,Calgary Flames,4,4
New Jersey Devils,Carolina Hurricanes,3,4
New Jersey Devils,Nashville Predators,5,0
Montreal Canadiens,Chicago Blackhawks,2,1
Montreal Canadiens,Tampa Bay Lightning,1,2
Phoenix Coyotes,Minnesota Wild,2,1
Dallas Stars,Tampa Bay Lightning,2,4
Pittsburgh Penguins,Colorado Avalanche,0,1
Nashville Predators,Los Angeles Kings,3,0
Dallas Stars,St Louis Blues,4,1
Minnesota Wild,Calgary Flames,3,2
Ottawa Senators,Detroit Red Wings,2,4
NY Rangers Rangers,Minnesota Wild,4,1
NY Islanders Islanders,Boston Bruins,3,6
Colorado Avalanche,Boston Bruins,0,2
Tampa Bay Lightning,Chicago Blackhawks,6,5
Detroit Red Wings,Dallas Stars,4,1
Calgary Flames,Phoenix Coyotes,3,2
Washington Capitals,Columbus Blue Jackets,4,1
Colorado Avalanche,Calgary Flames,4,2
San Jose Sharks,Colorado Avalanche,2,2
St Louis Blues,Washington Capitals,1,4
Boston Bruins,New Jersey Devils,3,4
St Louis Blues,Toronto Maple Leafs,6,3
Washington Capitals,Winnipeg Jets,5,3
Washington Capitals,Pittsburgh Penguins,0,4
San Diego Sockers,Phoenix Coyotes,2,2
Nashville Predators,Detroit Red Wings,6,4
Florida Panthers,Montreal Canadiens,0,1
Washington Capitals,Montreal Canadiens,1,4
Ottawa Senators,Buffalo Sabres,3,2
Vancouver Canucks,New Jersey Devils,3,2
Florida Panthers,Montreal Canadiens,4,1
Edmonton Oilers,New Jersey Devils,4,4
Montreal Canadiens,Ottawa Senators,5,4
Calgary Flames,Columbus Blue Jackets,4,6
Montreal Canadiens,Toronto Maple Leafs,0,6
Philadelphia Flyers,Buffalo Sabres,3,2
NY Islanders Islanders,Washington Capitals,2,3
Columbus Blue Jackets,Calgary Flames,3,4
St Louis Blues,Nashville Predators,1,6
Ottawa Senators,Winnipeg Jets,4,1
Columbus Blue Jackets,Detroit Red Wings,4,2
